iter	MultiClass
231	0.3064088124
232	0.306145791
233	0.3058611453
234	0.3055496208
235	0.3053290234
236	0.3050047329
237	0.3047036473
238	0.3044825192
239	0.3042689805
240	0.3040039131
241	0.3037256804
242	0.3034332859
243	0.3032088813
244	0.3029471689
245	0.302710199
246	0.302352076
247	0.3020777557
248	0.3017888358
249	0.3015074672
250	0.3012828198
251	0.3009914681
252	0.300759485
253	0.3005678923
254	0.3003070646
255	0.3000839934
256	0.2998580347
257	0.2996533315
258	0.2994704203
259	0.2992626291
260	0.2990971529
261	0.2988489285
262	0.2986168718
263	0.2984264121
264	0.2982514764
265	0.2979891126
266	0.2977382231
267	0.297534783
268	0.297320791
269	0.2970926355
270	0.2968865773
271	0.2966447627
272	0.2963945516
273	0.2962039847
274	0.2958706687
275	0.2956384081
276	0.2952822997
277	0.2950900285
278	0.2949355152
279	0.2947541742
280	0.2944907784
281	0.2942920292
282	0.2940069303
283	0.2937078884
284	0.2935627388
285	0.2933884326
286	0.2931864396
287	0.2930004017
288	0.2927574369
289	0.2925579666
290	0.2923965661
291	0.2922470949
292	0.292025535
293	0.2918819332
294	0.2917361302
295	0.2915498194
296	0.2912763389
297	0.2910513323
298	0.2908651839
299	0.2906257367
300	0.2903645695
301	0.2901785296
302	0.2899778373
303	0.2898052296
304	0.2896288127
305	0.2894259565
306	0.28921326
307	0.2890638275
308	0.2889505086
309	0.2887730577
310	0.2885929725
311	0.2883590294
312	0.2881700268
313	0.2879992226
314	0.2878621869
315	0.2876623926
316	0.287524246
317	0.2873732194
318	0.2871360948
319	0.2869281397
320	0.2866860284
321	0.2865522169
322	0.2864125664
323	0.2862681503
324	0.2861150918
325	0.2859209518
326	0.2857223062
327	0.2855805321
328	0.2853626754
329	0.2851044642
330	0.2849559938
331	0.2847179133
332	0.2845438441
333	0.2843512655
334	0.2841883132
335	0.2840139637
336	0.2838426433
337	0.2836766565
338	0.2833909985
339	0.2832995745
340	0.2831352502
341	0.2829515748
342	0.2827511502
343	0.2825978906
344	0.2823956821
345	0.2822385206
346	0.2821300584
347	0.2819971174
348	0.2817836834
349	0.281520863
350	0.2813033182
351	0.2812081276
352	0.2810920242
353	0.2809111053
354	0.2807828334
355	0.2806499104
356	0.2805403715
357	0.2803933234
358	0.2802016302
359	0.2800667266
360	0.2798888789
361	0.2797548188
362	0.2795015881
363	0.2793471483
364	0.2791295816
365	0.2789557372
366	0.278792239
367	0.2786154968
368	0.2784408156
369	0.2782544793
370	0.2781217676
371	0.2779736743
372	0.2778241458
373	0.2776927653
374	0.2775610344
375	0.2774133073
376	0.277269776
377	0.2771265074
378	0.276980384
379	0.2768236443
380	0.276745685
381	0.2765834332
382	0.2764397826
383	0.2763510454
384	0.2761581349
385	0.27600714
386	0.2758084826
387	0.2756716623
388	0.2755577999
389	0.2754007212
390	0.2752881836
391	0.275095847
392	0.2749621279
393	0.2747509455
394	0.2746540147
395	0.274545371
396	0.2744278187
397	0.2743046073
398	0.2741440096
399	0.2740323523
400	0.273894987
401	0.2737329948
402	0.273594368
403	0.2734530876
404	0.2733237194
405	0.2732097906
406	0.2731096493
407	0.2729676866
408	0.2728655123
409	0.2727760217
410	0.2725595157
411	0.2724167654
412	0.2722678695
413	0.2720760692
414	0.2719379051
415	0.2717629919
416	0.2715737019
417	0.271487408
418	0.2713771103
419	0.2712456499
420	0.2710764217
421	0.2709638985
422	0.2709036009
423	0.2708008032
424	0.2706839421
425	0.2705683531
426	0.270496178
427	0.2704140252
428	0.2702768298
429	0.2701924047
430	0.2700751139
431	0.2699655454
432	0.2698692876
433	0.2697853964
434	0.2696677972
435	0.2695576343
436	0.2694587248
437	0.2693573505
438	0.2692658227
439	0.2691295133
440	0.2690236978
441	0.2689376457
442	0.2688356034
443	0.2686812997
444	0.268592739
445	0.2684091865
446	0.2682436915
447	0.268074302
448	0.2679227464
449	0.267788608
450	0.2676797057
451	0.2675419222
452	0.2674495159
453	0.267349686
454	0.2672199005
455	0.267097109
456	0.2670079982
457	0.2668892388
458	0.2667626116
459	0.2666250478
460	0.2665502123
461	0.2664744568
462	0.2663258302
463	0.2661980048
464	0.2660736023
465	0.2659530945
466	0.2658594129
467	0.2656915773
468	0.265580463
469	0.2654374532
470	0.2653651656
471	0.2652752866
472	0.265221949
473	0.265095934
474	0.2649854021
475	0.2648422019
476	0.2647284068
477	0.2646411198
478	0.2645301433
479	0.2644311912
480	0.2643030403
481	0.2642329867
482	0.264139981
483	0.2640351406
484	0.2639731943
485	0.263892127
486	0.2637749123
487	0.2636997182
488	0.2636152883
489	0.2635448574
490	0.2634449688
491	0.2632948254
492	0.2632350834
493	0.2631566873
494	0.2630644493
495	0.2629127376
496	0.2628077698
497	0.2625935731
498	0.2624907596
499	0.2623744788
500	0.2622660011
501	0.2621153483
502	0.2620133281
503	0.2619301122
504	0.2618818217
505	0.2617829139
506	0.2616630714
507	0.2615953769
508	0.2614893426
509	0.2613852179
510	0.2612663367
511	0.2611367212
512	0.2610474961
513	0.2609077906
514	0.2607845294
515	0.2606842144
516	0.2606017529
517	0.2605375115
518	0.260472038
519	0.2603474704
520	0.2602757199
521	0.2601638527
522	0.2600763922
523	0.259992414
524	0.2598959581
525	0.2597938185
526	0.2597062777
527	0.2596026443
528	0.2594891478
529	0.2593991693
530	0.2593317275
531	0.2592389447
532	0.2591846414
533	0.2590691443
534	0.2589952965
535	0.2588973306
536	0.2588111339
537	0.2587352838
538	0.2586093501
539	0.2585220076
540	0.258383955
541	0.2583177212
542	0.2581944029
543	0.2580702489
544	0.2579896579
545	0.2579100039
546	0.2578385092
547	0.2577740061
548	0.2577010929
549	0.2576245489
550	0.2574931746
551	0.2573922083
552	0.2572841025
553	0.2571674056
554	0.2570733587
555	0.257004612
556	0.2569150755
557	0.2567788459
558	0.2567112642
559	0.2565933622
560	0.2565396126
561	0.2564546998
562	0.2562941849
563	0.2561592394
564	0.2560548289
565	0.2560075661
566	0.2559010804
567	0.255838814
568	0.2557713391
569	0.2556806833
570	0.2555898451
571	0.2554970208
572	0.2554239368
573	0.255309165
574	0.2552682979
575	0.2551928273
576	0.2551101584
577	0.255043604
578	0.2549826565
579	0.2549215395
580	0.2548356246
581	0.2547396523
582	0.2546675806
583	0.2545416481
584	0.2544374872
585	0.2543551907
586	0.2542823178
587	0.2542054241
588	0.2541120975
589	0.2540308878
590	0.2539296883
591	0.2538620637
592	0.2538100058
593	0.2537252994
594	0.2536450875
595	0.2535531958
596	0.2534914019
597	0.253424819
598	0.2533648756
599	0.2533062092
600	0.2532673951
601	0.253186361
602	0.2531168762
603	0.2530538297
604	0.2529264152
605	0.2528584991
606	0.2527763919
607	0.2526691465
608	0.2525697399
609	0.2524689424
610	0.2523731496
611	0.2522969258
612	0.2522165649
613	0.2521402088
614	0.252073107
615	0.2519540701
616	0.2518652305
617	0.251800332
618	0.2517135763
619	0.2516400584
620	0.2515431434
621	0.2514647058
622	0.2513915518
623	0.2512842215
624	0.2511616524
625	0.2510955159
626	0.251021123
627	0.2509385767
628	0.2508610309
629	0.2507404805
630	0.250665127
631	0.2506123726
632	0.2505414236
633	0.2504678003
634	0.2503930847
635	0.2502932601
636	0.2502533386
637	0.2501914177
638	0.2501361842
639	0.2500541637
640	0.2499927894
641	0.2498787987
642	0.2497775252
643	0.2496882119
644	0.2496236279
645	0.2495453505
646	0.2494576336
647	0.249392322
648	0.2493229241
649	0.249277069
650	0.2492152913
651	0.249165992
652	0.2490865018
653	0.2490345681
654	0.2489994808
655	0.2489131265
656	0.248838466
657	0.2487566864
658	0.2486822001
659	0.2486161163
660	0.2485016197
661	0.2484478999
662	0.2483917897
663	0.2482805574
664	0.248171938
665	0.248130125
666	0.2480300265
667	0.2479583089
668	0.247896679
669	0.2478132107
670	0.2477517261
671	0.2476791486
672	0.2476047978
673	0.2474947021
674	0.247423682
675	0.247339538
676	0.2472614754
677	0.2471777071
678	0.2470816028
679	0.2470201258
680	0.2469308614
681	0.2468698536
682	0.2468036402
683	0.2466781687
684	0.2466224481
685	0.2465739414
686	0.2465217552
687	0.2464198419
688	0.2463536542
689	0.2462916704
690	0.2462324487
691	0.246180114
692	0.2461437667
693	0.2461134331
694	0.2460647634
695	0.2460153659
696	0.2459567605
697	0.2458868973
698	0.2458126824
699	0.2457474467
700	0.245698658
701	0.24564609
702	0.2455708315
703	0.2454791303
704	0.2453908565
705	0.245325851
706	0.245238073
707	0.2451792278
708	0.2451402368
709	0.2450824729
710	0.2449845565
711	0.2448693369
712	0.2448181582
713	0.2447576754
714	0.2447153716
715	0.2446666099
716	0.2446065612
717	0.2445440267
718	0.2444811659
719	0.2443991674
720	0.2443618822
721	0.2443147607
722	0.2442295608
723	0.2441574363
724	0.2441109751
725	0.2440618246
726	0.2440097663
727	0.2438846477
728	0.2437970265
729	0.2437372887
730	0.2437022779
731	0.2436502424
732	0.243600329
733	0.2435316478
734	0.2434525046
735	0.2433883709
736	0.2433472589
737	0.2432661184
738	0.2432220969
739	0.2431799145
740	0.2431340053
741	0.2430602945
742	0.2429877842
743	0.2429436667
744	0.2428984912
745	0.2428625295
746	0.242805488
747	0.2427351986
748	0.2426787899
749	0.2426087172
750	0.2425708562
751	0.2425451632
752	0.2424977553
753	0.2424346806
754	0.242361819
755	0.2422814418
756	0.2422218035
757	0.2421482784
758	0.2420535271
759	0.2419759403
760	0.2419233777
761	0.2418739059
762	0.2417884994
763	0.2417273727
764	0.2416598558
765	0.2415995221
766	0.2415657094
767	0.241470579
768	0.2413930023
769	0.2413286453
770	0.2412752528
771	0.2412353258
772	0.2411825677
773	0.2411380624
774	0.241074164
775	0.2410039913
776	0.2409354629
777	0.240865443
778	0.2408020605
779	0.2407094021
780	0.2406266935
781	0.2405658664
782	0.2405389308
783	0.2404775302
784	0.2404038562
785	0.2403377091
786	0.2403056489
787	0.2402526621
788	0.2401913642
789	0.2400948416
790	0.2400456435
791	0.2399884479
792	0.2399180532
793	0.2398332044
794	0.2397973948
795	0.2397360539
796	0.2396973871
797	0.2396323658
798	0.2395605905
799	0.2395089824
800	0.2394541282
801	0.2394295159
802	0.2393735764
803	0.2393329586
804	0.2392664738
805	0.2392056488
806	0.2391641101
807	0.2390978731
808	0.2390249561
809	0.2389505647
810	0.2388836987
811	0.2388248432
812	0.2387668503
813	0.2387054864
814	0.2386486205
815	0.2386175292
816	0.2385547209
817	0.2385050728
818	0.2384589454
819	0.2383967915
820	0.2383314783
821	0.2382690811
822	0.2382188066
823	0.2381626472
824	0.2380900291
825	0.2380345426
826	0.2379631872
827	0.2379357419
828	0.2379033678
829	0.2378476419
830	0.2377953948
831	0.2377383414
832	0.2377033723
833	0.2376559865
834	0.2375825963
835	0.2375214683
836	0.2374307691
837	0.2373507308
838	0.2372937105
839	0.2372622255
840	0.2371929453
841	0.2371256138
842	0.2370306946
843	0.2369817439
844	0.2369139283
845	0.236864758
846	0.2368139806
847	0.2367470584
848	0.2366981023
849	0.2366437498
850	0.2365811561
851	0.2365293485
852	0.2364665931
853	0.2364373255
854	0.2363824009
855	0.2363135596
856	0.2362485328
857	0.236168079
858	0.23614076
859	0.236085371
860	0.2360533608
861	0.2359710444
862	0.2359433628
863	0.235869608
864	0.2358026359
865	0.2357761619
866	0.2357353454
867	0.2356957694
868	0.2356598599
869	0.2356162223
870	0.2355700777
871	0.2355282887
872	0.2354283206
873	0.2353596892
874	0.2353134118
875	0.2352675515
876	0.2352176923
877	0.2351833485
878	0.2351396237
879	0.2350956744
880	0.2350655569
881	0.2349974905
882	0.234941664
883	0.234911734
884	0.2348508375
885	0.2348202333
886	0.2347908713
887	0.2347274264
888	0.2346829456
889	0.2346489945
890	0.2345946105
891	0.2345509903
892	0.234481994
893	0.2344122415
894	0.2343326194
895	0.2342515967
896	0.2342198458
897	0.2341611391
898	0.2341254498
899	0.2340307535
900	0.2339678583
901	0.2338948158
902	0.2338296623
903	0.2337629871
904	0.2336940935
905	0.2336351555
906	0.2335974564
907	0.2335282912
908	0.2334955152
909	0.2334680525
910	0.23340974
911	0.2333538065
912	0.2332921928
913	0.2332341605
914	0.2331612339
915	0.233106892
916	0.2330351011
917	0.2329778715
918	0.2329328762
919	0.232865521
920	0.2327832698
921	0.2327179921
922	0.2326878145
923	0.2326230994
924	0.2325912942
925	0.2325314858
926	0.2324803619
927	0.2324352348
928	0.2323947685
929	0.2323584848
930	0.2323003272
931	0.2322528952
932	0.2322040947
933	0.232134346
934	0.2320719318
935	0.2320191589
936	0.231968671
937	0.2319450402
938	0.2319225495
939	0.2319013829
940	0.2318798651
941	0.2318199937
942	0.2317926272
943	0.2317531481
944	0.2316789997
945	0.23162609
946	0.2315763823
947	0.2315180909
948	0.2314754889
949	0.2314264679
950	0.2313823791
951	0.231335587
952	0.2313026402
953	0.2312622359
954	0.2312103276
955	0.2311734058
956	0.2311175992
957	0.2310526642
958	0.2310142651
959	0.230947578
960	0.2309048417
961	0.2308577124
962	0.2308239414
963	0.2307620217
964	0.2307293852
965	0.2307114425
966	0.2306594736
967	0.2305967232
968	0.2305620251
969	0.2305295652
970	0.2304884842
971	0.2304290945
972	0.2303964046
973	0.2303609138
974	0.2303362543
975	0.2302787058
976	0.2302182908
977	0.2301667464
978	0.2301060216
979	0.2300529532
980	0.2300401533
981	0.22999502
982	0.2299327717
983	0.2298789472
984	0.2298435428
985	0.2297843759
986	0.2297334888
987	0.229687574
988	0.2296453848
989	0.2296105845
990	0.2295717494
991	0.2295300467
992	0.2294976958
993	0.2294613965
994	0.2294031441
995	0.2293580762
996	0.2293179256
997	0.2292866131
998	0.2292135447
999	0.229159173
